CustomerID,TransactionDate,TransactionAmount
23,2019-11-30,392.7551150821734
23,2020-12-30,404.33795482385403
23,2021-05-30,189.11274255111923
24,2020-01-31,320.97527936650437
24,2019-02-28,245.92920276747162
24,2021-04-30,315.64299682177295
24,2019-03-31,94.85021468698376
25,2020-01-31,178.74474708428588
26,2024-04-30,103.56561500177561
26,2022-09-30,93.03882132391016
26,2024-01-30,202.04814144400808
27,2021-09-30,785.4625976143701
27,2021-07-31,154.04333075861024
28,2022-12-31,97.27403061863393
28,2022-09-30,84.70157258286709
28,2023-04-30,194.2431600625429
28,2023-06-30,333.14505037446736
28,2023-01-31,132.35760042041363
29,2022-08-30,789.7081833926767
29,2022-07-30,145.09414741894255
29,2024-02-29,198.00507759261697
29,2023-07-30,128.5595793523216
29,2023-11-30,302.70049690099
30,2018-06-30,364.6625108025391
30,2018-12-31,48.4932286289491
31,2021-03-30,398.796904995902
31,2021-09-30,141.08681962390142
31,2021-04-30,444.3265594566423
32,2019-08-31,222.92357287065371
32,2019-09-30,218.53514405991308
32,2019-12-31,303.75015470603904
32,2021-03-31,167.31952688427478
32,2020-11-30,25.741892549169894
32,2021-10-31,99.47748773772051
33,2024-01-31,243.29818417351805
33,2023-11-30,140.8106440482697
33,2023-12-31,259.2504062002738
34,2024-04-30,404.60057771806754
35,2022-12-31,1419.1528558773896
35,2021-09-30,109.59626521376904
35,2022-04-30,239.41935907324398
35,2023-03-31,54.512873085988666
35,2022-02-28,829.4754737068026
35,2022-12-31,542.8787389673464
36,2021-08-28,293.3250324907517
36,2021-02-28,221.1558315556251
36,2024-04-28,493.6370124310263
37,2024-06-28,214.086209902425
37,2023-04-28,198.93139030278485
38,2020-05-31,1197.9682162705403
39,2024-03-30,109.14194078339689
39,2021-04-30,87.41910782505876
39,2022-04-30,157.65090210378358
39,2022-11-30,602.3489052861869
40,2022-01-29,56.021622295332826
40,2020-06-29,135.5740334881494
40,2020-03-29,406.2160541841367
41,2020-01-31,241.71793874352508
42,2023-03-30,67.68455630854763
42,2024-06-30,146.83088245353977
42,2022-06-30,425.063836638515
42,2023-06-30,204.4606887974172
43,2023-10-31,52.663937418555925
43,2022-02-28,465.82365312820633
43,2024-06-30,879.4678970723184
43,2022-09-30,816.7747964803557
43,2022-06-30,229.46260926538474
44,2020-12-31,197.81312422682115
44,2019-01-31,90.18330777035297
44,2019-01-31,295.16444706972914
44,2019-06-30,428.42476301383164
45,2021-07-28,100.24850976124797
45,2022-05-28,48.95479870573296
45,2022-04-28,149.52812061991617
45,2022-04-28,325.6426043401852
45,2021-06-28,314.93482361433377
46,2019-03-28,445.0291817807137
46,2019-02-28,413.2713676473689
46,2020-08-28,248.53697305321876
46,2019-05-28,732.320616540956
46,2019-02-28,79.53323440745442
46,2019-08-28,717.39918057466
46,2020-07-28,1361.8483671955971
47,2022-03-30,221.13535912396327
47,2022-05-30,99.95182493939755
47,2022-02-28,1024.1561983591962
48,2020-08-28,216.3812882652285
48,2021-09-28,211.0202404530213
48,2019-08-28,333.61079808755096
48,2019-05-28,563.6131124038261
48,2019-12-28,712.1106019606706
49,2021-03-28,333.22180819014955
49,2021-05-28,364.26926684711884
49,2022-03-28,287.0420420622102
49,2021-10-28,780.4617942005657
50,2024-06-30,229.71973814639787
50,2023-04-30,96.62550120304294
51,2024-04-30,285.77576268072676
51,2021-08-31,164.22138035712348
51,2022-07-31,306.00049382552146
51,2021-08-31,173.96975701091102
51,2023-01-31,334.88073606450246
52,2023-10-31,374.89391796740483
53,2023-06-30,766.6949014104896
53,2023-07-31,443.2260524537067
53,2023-05-31,304.0125272150915
53,2023-09-30,256.1387194355903
53,2024-04-30,187.9306308653707
53,2024-01-31,466.8829152769268
54,2020-02-29,758.7407240018181
54,2020-03-31,801.6045803357724
55,2020-01-30,469.5322568202894
55,2019-08-30,407.81944250735535
55,2021-07-30,395.83693994758397
56,2019-11-30,64.8128229881422
56,2019-06-30,103.87291643335034
56,2019-03-31,67.36317660621287
56,2021-03-31,262.2674188310865
56,2019-08-31,344.6737055930109
56,2021-03-31,348.69269519368254
57,2019-02-28,384.8834837082149
57,2019-06-30,284.5989504795762
57,2020-03-31,310.282389844201
57,2018-08-31,179.16525551923309
57,2018-06-30,70.79785413907516
57,2019-08-31,303.7476235008401
57,2018-11-30,52.94045463381422
58,2023-07-31,166.88557899569784
58,2023-09-30,395.49535644243184
58,2024-02-29,131.8299827993019
59,2021-09-30,297.9404171714856
59,2021-02-28,349.65768668588845
59,2021-02-28,103.48959062913235
60,2023-08-31,269.31360168347356
60,2022-07-31,783.6729660571012
60,2023-08-31,169.90486026091634
60,2022-08-31,284.0236267565706
61,2023-02-28,103.92471258257623
61,2021-08-28,336.9401368470941
62,2023-03-31,529.3745273593057
62,2023-08-31,72.41677336606001
62,2023-08-31,55.48602308976735
62,2023-08-31,608.9763926621739
62,2023-10-31,415.3553323725602
62,2024-02-29,54.3961199914175
63,2020-04-30,43.59051821428081
63,2018-06-30,234.2793214218227
63,2018-04-30,229.39107734546843
63,2018-05-31,97.84661624714042
63,2018-04-30,82.17301008742206
64,2023-12-30,125.21727240718113
65,2021-08-31,276.95791471870126
65,2020-06-30,256.87494412534755
65,2019-10-31,487.8918557954346
66,2023-02-28,239.572100573707
66,2022-05-30,474.500060586452
66,2023-03-30,153.11051282197226
66,2022-12-30,64.07867081406879
66,2023-06-30,401.055718262501
67,2020-06-30,328.0326112192458
67,2020-08-30,142.55782438063724
67,2021-02-28,98.91498827724463
67,2020-09-30,122.86175435472697
67,2020-10-30,493.7212467899449
68,2022-09-30,303.3565920247929
68,2023-02-28,139.9364535128627
68,2023-08-31,509.366880741841
68,2023-03-31,72.95496412000938
68,2024-03-31,177.5958172879756
68,2022-07-31,344.85023075519814
69,2019-09-28,287.4563438802456
69,2021-08-28,429.1329476857262
69,2021-10-28,339.64410042560064
70,2019-05-31,271.02875554338567
70,2019-06-30,241.7389136476693
70,2020-09-30,147.04110330503968
70,2019-03-31,267.6012893044272
71,2023-06-30,514.6334852676246
71,2020-11-30,405.5992159936989
71,2021-03-31,302.9036309113768
71,2020-03-31,427.64312766202437
72,2018-10-30,240.80679487757192
72,2018-10-30,161.35693945922472
73,2021-11-30,58.58608151059884
73,2021-12-31,458.7770884760679
73,2022-08-31,161.05474455447361
73,2021-11-30,100.2252104504876
74,2022-02-28,429.43992857665444
76,2020-08-31,100.7707057052153
76,2020-02-29,204.20177211839527
76,2019-04-30,89.9711641762275
76,2020-04-30,469.1796200644081
76,2019-04-30,158.4275502271642
77,2020-09-30,171.624697585601
77,2018-06-30,353.64239550244093
78,2020-10-31,339.65864764234016
78,2021-03-31,165.9500960705707
78,2020-12-31,102.59774055259383
78,2021-10-31,80.49008333913764
78,2024-03-31,144.41819680082924
79,2023-09-30,480.57453752381076
79,2023-11-30,339.00573798633945
79,2023-03-30,919.6416200275928
79,2022-05-30,696.8451263197265
80,2024-03-31,369.41859745287917
80,2022-05-31,160.5960588458803
80,2023-04-30,185.2668453474583
80,2022-08-31,433.9605987904152
81,2019-09-30,138.7481638836642
81,2019-09-30,151.48152573296946
81,2019-02-28,382.6275855321553
81,2019-06-30,352.372356565455
81,2019-01-30,45.498052968613464
81,2019-03-30,235.84906460493733
82,2018-02-28,157.86620784573734
82,2018-06-28,178.1811385520026
82,2020-03-28,568.3665045371694
83,2019-10-31,505.0696924045514
83,2020-01-31,160.08046190912728
83,2020-10-31,724.7393093491988
83,2019-11-30,709.0802055659569
83,2019-11-30,464.10466114997337
83,2019-07-31,148.0845371380924
83,2020-06-30,109.4060160955732
83,2020-03-31,191.14238544522084
84,2019-07-31,193.81276680035492
84,2019-05-31,595.4338131897064
84,2019-08-31,270.79711736669196
84,2021-03-31,39.29913206809091
85,2020-07-30,323.38537837674676
85,2020-03-30,216.9710352243404
85,2019-04-30,327.4469236486853
85,2019-07-30,178.51327675683547
86,2020-12-30,185.7170975522685
86,2022-08-30,658.0837905245443
86,2022-07-30,244.38460339353065
87,2024-06-30,66.27501460299635
87,2024-07-31,73.8768928932016
88,2019-06-30,105.96230787413506
88,2020-01-31,91.31467221920722
88,2019-05-31,254.5004986462421
88,2021-08-31,163.66574185348293
89,2020-04-30,628.8994118963757
89,2018-12-31,253.68255378518222
89,2020-11-30,539.0474092249507
89,2019-01-31,106.27065806504831
89,2018-10-31,316.4189438791311
89,2019-07-31,200.34204853070767
90,2019-08-31,196.92677906297308
90,2019-04-30,44.82283967269708
90,2020-04-30,194.78528008561958
90,2021-02-28,324.3562948780927
91,2020-05-30,95.43137429600384
91,2020-12-30,290.1251165772877
91,2021-04-30,206.4428569971376
92,2020-08-31,256.05245081483105
92,2020-02-29,265.7133585930881
92,2020-09-30,218.56456705583727
93,2021-03-31,178.56643022525185
93,2019-08-31,612.0993030689204
93,2020-06-30,156.35970179813927
93,2020-02-29,28.29346111227061
93,2019-11-30,280.68250442009565
93,2019-09-30,350.13034496078706
94,2023-12-31,35.68268802252312
94,2023-09-30,410.20316737352243
94,2024-01-31,44.857130686164794
95,2022-11-30,12.3276201380944
95,2024-03-31,126.6272286499488
95,2023-11-30,298.8558301694079
96,2023-07-31,339.45678167585567
96,2024-05-31,818.5755777964779
96,2024-05-31,87.03136123247346
97,2022-04-30,244.19940327560323
97,2023-10-30,609.6683464858854
97,2022-02-28,485.69340342700593
98,2019-10-31,212.5570031938497
98,2019-05-31,67.658150561779
98,2021-12-31,254.75522341073673
98,2018-12-31,389.0593818964794
98,2019-07-31,248.60427393832606
98,2019-03-31,124.56328056848302
99,2019-06-30,26.52635016626107
99,2020-02-29,185.23144051291558
100,2020-07-30,105.33124422005838
100,2019-12-30,170.62661358397378
100,2020-05-30,414.37836066481054
100,2020-03-30,333.21117969675146
101,2018-09-30,232.5118932600801
101,2018-11-30,298.39477155748637
101,2018-07-30,151.3269728961808
102,2023-06-30,217.18162604534248
102,2022-05-31,153.15029818852582
103,2021-10-30,68.67054290594477
103,2021-06-30,203.1553729345141
103,2022-06-30,202.04160016913303
103,2021-12-30,71.64701262503046
103,2022-01-30,58.4336022179914
103,2023-05-30,332.1368829211914
103,2021-11-30,167.93821108404674
104,2024-06-30,102.10889324323651
104,2023-12-30,194.44865336748464
104,2023-08-30,559.4681868316814
105,2020-11-30,63.54805444519675
105,2021-01-30,71.8992600096854
105,2020-07-30,142.05291994145182
105,2022-03-30,189.5806857144623
105,2023-08-30,265.7491817737138
106,2019-03-30,592.0240532839954
106,2018-11-30,894.5045291455955
106,2019-06-30,168.53085981769502
106,2018-10-30,141.13636120727287
107,2022-01-30,60.17476987290192
107,2021-07-30,189.1605516266941
107,2022-12-30,264.7751783342422
107,2022-01-30,293.1000856441823
107,2023-05-30,128.09601896642997
107,2022-11-30,29.647787418311015
108,2020-11-30,511.0522866481915
108,2020-10-31,157.36544289831133
108,2021-06-30,445.39972545619145
108,2021-11-30,326.7653705652294
108,2020-11-30,221.68905182545794
108,2020-12-31,90.75401696370156
108,2022-02-28,431.7786435235091
108,2020-11-30,274.47112324350684
109,2021-09-30,302.93435189327187
109,2024-03-30,151.77482836289127
109,2022-10-30,41.89913964316094
109,2021-04-30,405.1310825720545
109,2022-11-30,66.8183052041241
109,2023-08-30,167.3680459548568
110,2020-06-30,277.76228076952054
110,2020-02-29,356.86693573796407
110,2020-10-31,100.72216201041208
111,2020-05-31,195.06900965359694
111,2020-08-31,353.1218914421851
111,2020-08-31,241.4477021159883
112,2022-06-28,185.76175261629876
112,2022-07-28,199.25522155764205
112,2023-03-28,229.71397467938303
113,2023-06-30,321.28658948961294
113,2022-05-31,112.85834502224917
113,2022-06-30,312.72813720572685
113,2022-07-31,194.1080751588501
114,2024-01-31,724.8210338989032
114,2023-03-31,205.08500338708913
114,2024-01-31,625.127654246356
115,2022-03-31,608.2111706447287
115,2022-03-31,37.04328624393287
115,2021-11-30,244.14128856423673
115,2022-08-31,168.716499994461
116,2022-02-28,177.70714284982284
116,2022-03-31,224.67310964422796
116,2021-10-31,352.19195067897533
116,2023-04-30,49.73131014785893
116,2022-01-31,15.109562020994458
116,2023-02-28,85.60482416107597
116,2023-04-30,97.32255559161635
117,2019-06-30,221.31128050870052
117,2020-12-31,542.661180237211
117,2020-06-30,327.1917728186147
117,2019-12-31,110.80262737635312
118,2024-01-30,88.80261507397645
118,2023-06-30,56.89151256449726
118,2024-01-30,317.05822514260694
119,2020-03-31,175.38892203567812
119,2020-04-30,54.6386253588571
120,2023-01-30,470.28658988352635
120,2023-06-30,343.86870595392367
120,2023-02-28,124.883404307364
120,2022-11-30,491.34041643566155
120,2023-09-30,89.47627955410924
120,2022-06-30,499.53619689416485
121,2020-09-30,560.9687460353265
121,2020-08-30,269.5698117895327
121,2020-01-30,44.84064817155523
122,2019-03-31,455.9662563148452
122,2019-01-31,145.36623509094827
122,2019-12-31,337.7274534459961
123,2020-07-31,319.5167357473662
123,2018-08-31,70.29109726543959
123,2020-05-31,208.19774658425155
123,2020-01-31,351.5200137338476
123,2018-11-30,95.34902325023197
123,2018-09-30,337.5695292590971
123,2018-11-30,331.42969737049344
123,2018-11-30,9.310006354406896
125,2021-07-28,733.1693834002324
125,2021-02-28,173.81455172918578
125,2021-04-28,724.6500843226644
125,2021-05-28,451.5108565950533
125,2022-05-28,808.2778942012689
125,2021-07-28,220.15433568739425
126,2022-11-30,349.606236028035
126,2022-08-30,481.1485073577177
126,2024-03-30,483.43892045223834
126,2023-03-30,55.16963517161506
126,2023-02-28,220.1651736211144
126,2023-03-30,404.922880102799
126,2024-06-30,398.44296719759114
127,2020-02-29,273.34523185532356
127,2021-07-31,312.0873576356155
129,2023-11-30,84.5225822025502
129,2024-02-29,61.53208505511504
129,2022-08-31,136.67238457170964
130,2018-10-30,30.684153354516653
130,2018-09-30,72.07365459639902
130,2022-03-30,87.42662582588338
130,2019-03-30,147.74032466086513
130,2018-12-30,86.00860290457116
131,2018-08-31,459.6930625259138
131,2018-12-31,66.10976584502735
132,2019-10-31,521.3855011088481
132,2022-06-30,403.635993868747
132,2020-08-31,175.32336463527517
133,2022-10-31,245.0423843370302
134,2024-06-30,239.44241146270312
134,2023-12-31,139.84262832340053
135,2022-09-30,697.1005681018892
135,2023-07-30,404.44575916716116
135,2023-10-30,42.96723324313245
135,2023-08-30,345.64670473497506
135,2023-09-30,502.2337428154374
135,2024-05-30,121.22084641880436
135,2023-05-30,196.1855737501555
136,2024-04-30,126.47238432287666
136,2024-01-31,96.18802219057774
137,2020-09-30,202.12050512053563
137,2022-04-30,109.33311635244146
137,2020-09-30,319.78807768196583
137,2021-09-30,407.9748430375207
137,2021-10-31,189.91675919498422
137,2020-09-30,190.73721525018
137,2021-03-31,142.59469012945863
138,2018-05-31,96.3759058690993
138,2018-09-30,326.1574658581847
139,2022-04-30,381.08731413812
139,2021-08-31,363.0129779311779
139,2021-12-31,137.53968664568146
139,2021-07-31,264.63341029563986
139,2022-02-28,359.5031915632773
140,2022-03-31,285.19139526691976
140,2021-11-30,815.3214060606152
140,2020-12-31,65.65717642757672
140,2021-12-31,222.3374707230824
141,2018-10-31,346.5903773255275
141,2019-04-30,240.19608255860678
141,2018-10-31,98.71787320080055
141,2020-01-31,142.05601010598238
142,2020-07-31,303.7726112642842
142,2018-12-31,60.09395502265039
143,2023-02-28,120.33282198336197
143,2022-08-31,335.40635592987405
143,2021-12-31,411.01424764895796
143,2022-01-31,290.97954354229233
143,2022-04-30,155.87265251189942
143,2021-12-31,99.49360993688063
143,2022-10-31,266.56557635354056
143,2022-12-31,176.62061758329696
144,2020-09-30,258.16996419265547
144,2021-12-30,68.2712805519562
144,2020-11-30,89.8394791730694
144,2020-09-30,289.5166335837228
145,2022-11-30,179.02805472173014
145,2022-11-30,295.0259148978414
146,2022-05-30,114.43280971242733
146,2022-11-30,504.21134869346673
146,2023-04-30,140.19321890974848
146,2022-10-30,467.6706616469494
147,2024-04-30,400.09075116769003
147,2024-03-31,227.2044684820999
147,2024-03-31,78.979623340773
147,2024-04-30,79.78141132794835
147,2023-03-31,344.9453713421867
148,2020-12-29,222.05795814395245
148,2020-02-29,74.34060774636364
148,2022-03-29,187.21608229179765
148,2020-04-29,134.62606140671923
148,2021-01-29,92.35094352446204
148,2020-06-29,219.42483431932118
148,2021-10-29,257.653222744621
149,2018-04-30,111.19483120715657
149,2021-10-31,108.8614048846679
149,2018-07-31,33.81201617722409
149,2018-06-30,136.05859010656778
150,2021-10-30,315.4654209151345
150,2020-06-30,134.9622563263742
151,2022-05-28,232.55302957047675
151,2022-09-28,1123.997890864435
151,2022-09-28,407.56052763482677
152,2021-08-31,149.83941059663755
152,2021-05-31,192.0466440752024
152,2021-04-30,673.4418203607934
152,2023-12-31,655.5077615035406
152,2021-10-31,172.18417154700367
152,2021-05-31,838.9529471737344
152,2021-10-31,210.75493034031965
152,2022-08-31,144.87252788345242
152,2024-06-30,95.2808901056945
153,2020-08-31,116.51336194691282
153,2019-03-31,186.50765627753285
153,2019-01-31,341.0450266264632
154,2020-05-31,174.4017645994567
154,2020-12-31,97.56200788132166
154,2020-07-31,130.08199636750436
154,2020-11-30,151.3272972656488
154,2020-09-30,195.32060789642827
154,2022-09-30,316.90591318294713
154,2021-02-28,394.0308531100967
155,2021-02-28,1495.8027948266053
155,2021-04-28,112.58014055563496
155,2021-07-28,200.30927617152784
156,2020-02-29,276.8827606147642
156,2018-08-31,431.0678583865487
156,2021-01-31,235.39075122074914
156,2019-06-30,265.7546790076673
156,2019-09-30,481.4546152912889
157,2020-07-31,141.2532941412549
157,2020-01-31,140.55123138340483
157,2019-10-31,164.32081241547357
158,2019-10-28,100.70747810004605
158,2020-03-28,338.5795328711565
159,2020-11-30,78.34836732919187
159,2019-10-31,647.6228402982391
159,2019-02-28,102.59778516709702
159,2019-11-30,131.43873304416468
159,2019-06-30,31.643464941949684
159,2018-09-30,267.219960885307
160,2022-01-31,183.59759550144116
160,2021-12-31,231.5456833081878
160,2022-09-30,513.0214397147176
160,2022-10-31,334.8939210817252
160,2022-03-31,230.71475092137683
160,2022-05-31,180.65259226649496
160,2022-03-31,137.50001342672192
160,2023-08-31,686.1561013427295
160,2023-07-31,193.57829395573808
160,2022-01-31,521.9228486779327
160,2022-05-31,48.32326666603634
161,2019-07-31,313.29240180649737
161,2022-07-31,787.2861042768637
161,2019-02-28,749.5298197911417
161,2020-02-29,314.2559487393608
161,2020-10-31,209.94378467568424
161,2019-06-30,137.2752911776128
162,2020-06-30,611.2203538952681
162,2021-09-30,94.27836877566065
163,2024-08-31,329.57231749371334
164,2021-03-31,218.26150103006455
164,2022-08-31,473.021465423673
164,2021-02-28,771.9135885516133
164,2020-10-31,6.166563863756132
164,2022-05-31,484.38801338546097
164,2022-04-30,108.72630125962318
164,2020-11-30,190.21365439566094
164,2021-09-30,157.1825839835122
164,2020-12-31,105.86987621964337
164,2022-02-28,77.34009479383158
164,2021-09-30,86.95034725117539
165,2022-04-30,186.55298702082604
165,2022-03-31,363.5678889775155
166,2019-01-31,185.37056379440642
167,2023-07-31,150.5161793991544
167,2023-01-31,95.94429080964055
168,2024-03-31,452.88856149491556
168,2024-01-31,135.33823679559478
169,2023-05-31,100.94182063214997
169,2022-09-30,42.571579308077844
170,2022-08-30,156.50919121482036
170,2021-09-30,224.6917107956113
170,2022-07-30,90.97714857010017
171,2019-12-30,130.53910339363327
171,2020-04-30,520.2728848215896
171,2020-03-30,862.8060229664989
171,2022-05-30,471.8272378221099
171,2020-06-30,32.64193375374713
172,2018-11-30,262.07155559103427
172,2019-11-30,86.81001438727061
173,2022-12-30,409.96079457568374
173,2022-11-30,110.25870073693167
173,2023-02-28,446.11139059577243
173,2023-01-30,263.98581389666657
173,2022-09-30,189.99143267813267
173,2023-06-30,230.80313572184497
173,2022-09-30,131.1064963459788
174,2022-06-30,154.24479477565643
174,2020-09-30,127.28905628730763
174,2021-07-31,228.26858233211456
174,2020-01-31,744.3823830364117
174,2021-02-28,747.1396373712548
175,2023-01-31,114.31675489870057
175,2024-05-31,626.2438384984567
176,2021-07-28,191.60100054011446
176,2021-11-28,375.8569102848988
176,2021-07-28,423.7946612166161
176,2021-05-28,1447.2262731604412
177,2023-11-30,662.8016471455812
177,2024-02-29,89.32202219687481
178,2023-01-30,78.36600318360684
178,2022-10-30,302.9442647957752
178,2022-03-30,316.9454447110632
179,2022-06-30,1156.8170541529641
179,2023-03-30,130.43059882454804
179,2023-02-28,406.06728903370686
179,2022-10-30,74.95827715155748
180,2021-10-31,414.5388565916924
180,2022-04-30,362.32979211069016
180,2022-04-30,452.39668928449413
180,2021-10-31,272.0340655844485
180,2021-12-31,92.6679848371317
180,2023-11-30,24.752095768672547
180,2022-10-31,128.26657459061502
180,2024-07-31,708.5201242938695
180,2021-11-30,102.1716504068262
181,2023-08-31,115.70086784894387
181,2023-08-31,42.14508931159997
181,2024-02-29,510.17477791591597
181,2024-06-30,156.23646068768008
182,2020-01-30,135.5817745095698
182,2020-04-30,121.04753222025872
182,2019-07-30,411.4382668600016
182,2020-12-30,182.58493744397694
182,2019-11-30,135.6086828064798
183,2024-06-30,115.31768094999288
184,2021-12-31,424.6718124113682
185,2024-01-28,316.05888372764696
186,2019-03-30,479.77064163961563
186,2018-07-30,689.6991300957831
186,2018-06-30,136.08151931199782
186,2018-04-30,254.37117752632855
186,2020-01-30,264.2985970848568
186,2018-04-30,9.190943109370934
187,2023-05-31,63.34419634967138
187,2023-08-31,196.9937835950668
187,2024-06-30,179.83721347710028
188,2023-02-28,72.37881444948174
188,2023-03-28,654.4035348605821
188,2023-07-28,223.7734577746584
188,2023-04-28,309.0270175843291
189,2018-05-28,72.36130471728652
189,2018-05-28,46.8344455826718
189,2018-06-28,28.701107074742495
189,2019-09-28,101.92520145812637
189,2019-04-28,549.2215353775217
190,2019-03-30,257.10508563743144
190,2021-08-30,263.1853430917003
190,2019-02-28,611.8121675470119
191,2024-01-30,75.30597747239749
191,2022-12-30,193.4036992549149
191,2024-04-30,176.8041805782632
191,2022-12-30,365.22069345068996
192,2022-12-30,725.9284762236164
192,2022-04-30,297.32420770973647
192,2022-06-30,187.0956224871615
192,2021-09-30,428.5012882631038
193,2019-09-30,12.595675953245582
193,2020-05-30,400.43069884124
193,2019-08-30,42.784306235269376
193,2021-02-28,64.36789422027553
193,2020-07-30,274.77976411538987
193,2020-07-30,234.07323430295438
193,2020-09-30,479.88366426683393
193,2021-09-30,458.26218349594404
193,2019-07-30,214.49610531934192
194,2022-04-30,176.5471150441495
194,2022-06-30,405.78836717341414
194,2023-03-31,439.2822105672008
194,2022-06-30,78.09336005254272
194,2022-03-31,332.0322414218725
194,2024-04-30,55.23880036658397
195,2021-07-30,143.4753158763143
195,2021-10-30,109.40795234664962
195,2022-11-30,80.23859510357154
195,2021-10-30,319.6813928077486
195,2022-02-28,113.57812212722617
195,2021-07-30,165.5400606251312
195,2022-07-30,137.3049560546657
196,2021-05-31,76.89840406274656
196,2023-03-31,362.4391996681683
196,2021-07-31,71.5223109027381
196,2022-04-30,146.05913518946065
196,2021-06-30,445.78548439075695
196,2022-07-31,170.1266228890819
196,2021-11-30,406.6437092559208
197,2023-02-28,156.5985398857235
197,2023-07-31,159.24190935095305
197,2023-03-31,572.1266181113486
197,2023-06-30,250.71976836868794
198,2022-06-30,366.59416019805764
198,2021-09-30,117.77814585913306
198,2021-11-30,415.97412655938257
199,2022-02-28,162.64854308170024
199,2020-12-30,407.70368484115784
200,2022-03-28,484.82684589653957
200,2023-02-28,129.23879580681606
200,2022-06-28,227.67685669099396
200,2021-05-28,88.65129794585874
201,2023-10-31,503.95888040391395
201,2023-11-30,278.36794623530176
202,2022-11-30,77.8081871427053
202,2021-06-30,68.47964398000974
203,2022-05-28,202.44723335015257
203,2024-01-28,508.0607095717874
205,2021-11-30,116.06974370422327
205,2022-01-30,64.95990588240578
205,2021-11-30,614.1971326468007
205,2022-02-28,275.4142896539896
205,2021-11-30,253.16511682664913
205,2021-10-30,343.9809799299237
206,2024-03-30,378.4654993560911
206,2024-04-30,490.1924755338154
206,2023-12-30,362.0989368772873
206,2024-03-30,112.13359333783188
207,2019-12-31,131.03428171090385
207,2020-09-30,352.5298824766589
207,2019-12-31,178.22118004673285
207,2019-11-30,216.23859376030916
207,2022-02-28,235.09771666596473
207,2019-09-30,169.63480143698212
208,2019-09-30,184.18862908518363
208,2020-03-31,346.3638253871766
208,2021-11-30,185.79286460565132
208,2022-08-31,46.651903649287654
208,2020-03-31,134.93905746869964
208,2019-10-31,140.34647767173962
209,2023-12-31,459.2464419442075
209,2023-09-30,597.934463127891
209,2024-08-31,191.82050011820576
209,2023-12-31,697.9332909130002
209,2023-12-31,261.5905044849406
209,2023-05-31,486.6445963126433
